icao,iata,name,city,subd,country,elevation,lat,lon,tz,lid
08MS,,Midsouth Airpark,Coldwater,Mississippi,US,345,34.66222222,-89.86833333,America/Chicago,08MS
08MT,,Matovich Airport,Grass Range,Montana,US,3450,47.06386278,-108.8173692,America/Denver,08MT
08NC,,Whiteheart Farm Airport,Lewisville,North Carolina,US,750,36.06763694,-80.46561194,America/New_York,08NC
08ND,,Brecht Strip,Golden Valley,North Dakota,US,1990,47.32306389,-102.0976731,America/North_Dakota/Beulah,08ND
08NR,,Bell Mountain Airport,Zirconia,North Carolina,US,2150,35.21777778,-82.42611111,America/New_York,08NR
08NY,,Md1 Airport,Middletown,New York,US,569,41.36726061,-74.51893442,America/New_York,08NY
08OH,,Kenley Airport,Hartford,Ohio,US,1230,41.29172222,-80.56368389,America/New_York,08OH
08OK,,Parks Airport,Wilburton,Oklahoma,US,635,34.93148611,-95.25830278,America/Chicago,08OK
08OL,,Broken B Airport,Hydro,Oklahoma,US,1518,35.4080875,-98.60547778,America/Chicago,08OL
08OR,,Saxon Sycan Airport,Silver Lake,Oregon,US,4990,42.83931167,-121.1172175,America/Los_Angeles,08OR
08TN,,Ptc Airport,Fayetteville,Tennessee,US,820,35.29891389,-86.47435694,America/Chicago,08TN
08TS,,Flying G Ranch Airport,Bynum,Texas,US,664,32.02933889,-97.01060833,America/Chicago,08TS
08TT,,Lz Tango Charlie Airport,Fredericksburg,Texas,US,2054,30.30880278,-99.02222778,America/Chicago,08TT
08TX,,Cross Wind Airport,Weatherford,Texas,US,1040,32.85818111,-97.74752944,America/Chicago,08TX
08WA,,P-L Ranch Airport,Lacey,Washington,US,210,46.97041667,-122.7258889,America/Los_Angeles,08WA
08XA,,Knolle Ranch Airport,Snook,Texas,US,280,30.47925278,-96.50403056,America/Chicago,08XA
08XS,,Peterson Airport,Old Ocean,Texas,US,45,29.10805556,-95.7775,America/Chicago,08XS
09AK,,West Beaver Airport,Big Lake,Alaska,US,228,61.58936111,-149.8473333,America/Anchorage,09AK
09AZ,,Stronghold Airport,St David,Arizona,US,4970,31.92533333,-110.0381667,America/Phoenix,09AZ
09CL,,Alta Sierra Airport,Grass Valley,California,US,2279.5,39.11206356,-121.0551886,America/Los_Angeles,09CL
09CO,,Cottonwood Field,Swink,Colorado,US,4180,38.05556333,-103.6532803,America/Denver,09CO
09FA,,Placid Lakes Airport,Lake Placid,Florida,US,130,27.24560222,-81.41312889,America/New_York,09FA
09FD,,Cheryl-Lane Landings Airport,Bushnell,Florida,US,71,28.67110361,-82.08730667,America/New_York,09FD
09GA,,Sunbelt Strip,Moultrie,Georgia,US,230,31.11129833,-83.68405833,America/New_York,09GA
09GE,,Elliott Field,Dawsonville,Georgia,US,1497,34.45841806,-84.18037083,America/New_York,09GE
09IA,,Skydive Iowa Airport,Brooklyn,Iowa,US,820,41.74583167,-92.40935139,America/Chicago,09IA
09ID,,Taylor Ranch Landing Area Airport,Moscow,Idaho,US,3835,45.10388889,-114.8552778,America/Boise,09ID
09IN,,Gordon Airport,Columbia City,Indiana,US,850,41.12088,-85.42497722,America/Indiana/Indianapolis,09IN
09KS,,Coffman Airport,Wellsville,Kansas,US,970,38.70695333,-95.13830333,America/Chicago,09KS
09LL,,Pine Hill Airport,Capron,Illinois,US,1000,42.4680725,-88.74315861,America/Chicago,09LL
09ME,,Perrotti Skyranch Airfield,Berwick,Maine,US,260,43.34083333,-70.85472222,America/New_York,09ME
09MO,,Hogue Farm Airport,Willard,Missouri,US,1210,37.37837778,-93.36324806,America/Chicago,09MO
09NC,,William Irving Lewis Airport,Broadway,North Carolina,US,310,35.329325,-79.030025,America/New_York,09NC
09NE,,Summer Hill Farm Airport,Bennington,Nebraska,US,1272,41.33333083,-96.19363167,America/Chicago,09NE
09NR,,Dakota Air Ranch Airport,Ramseur,North Carolina,US,561,35.65,-79.65,America/New_York,09NR
09OK,,Ragtime Aerodrome,Collinsville,Oklahoma,US,700,36.35453889,-95.86388333,America/Chicago,09OK
09PA,,Eagle Field,Port Matilda,Pennsylvania,US,1780,40.82700389,-77.98806028,America/New_York,09PA
09TA,,Xwind Farm Airport,Ravenna,Texas,US,512,33.72441667,-96.29830556,America/Chicago,09TA
09TS,,Pitcock Rosillos Mountain Ranch Airport,Marathon,Texas,US,3100,29.48263056,-103.1629778,America/Chicago,09TS
09VA,,Alum Ridge Airport,Floyd,Virginia,US,2375,36.97651778,-80.49394361,America/New_York,09VA
09WI,,Parkway Farm Strip,Holmen,Wisconsin,US,705,44.00357333,-91.30764417,America/Chicago,09WI
0AA1,,Yakataga Airport,Yakataga,Alaska,US,16,60.08084861,-142.4954944,America/Anchorage,0AA1
0AA4,,Farewell Airport,Farewell,Alaska,US,1535,62.50918333,-153.8906264,America/Anchorage,0AA4
0AA5,,Rangeview Airstrip,Trapper Creek,Alaska,US,470,62.31277778,-150.3358333,America/Anchorage,0AA5
0AA7,,Kalifonsky Meadows Airport,Kenai,Alaska,US,65,60.49153889,-151.2352528,America/Anchorage,0AA7
0AK0,,Scotts Airport,North Pole,Alaska,US,800,64.3925,-146.8620833,America/Anchorage,0AK0
0AK1,,Anderson Lake Airport,Wasilla,Alaska,US,463,61.61688056,-149.3215389,America/Anchorage,0AK1
0AK2,,Yentna Bend Strip,Willow,Alaska,US,81,61.72473333,-150.6834278,America/Anchorage,0AK2
0AK3,,Parker Lake Airport,Montana Creek,Alaska,US,250,62.034825,-150.4910444,America/Anchorage,0AK3
0AK5,,Young Creek Airport,May Creek,Alaska,US,1580,61.35651389,-142.7334444,America/Anchorage,0AK5
0AK6,,Victory Airport,Victory Bible Camp,Alaska,US,1800,61.80337444,-147.9441533,America/Anchorage,0AK6
0AK7,,Bradley Lake Hydroelectric Project Airstrip,Homer,Alaska,US,18,59.77606944,-150.9585139,America/Anchorage,0AK7
0AK8,,Fireweed Airport,Mccarthy,Alaska,US,1320,61.42687778,-142.9788333,America/Anchorage,0AK8
0AK9,,Falcon Lake Strip,Point Mackenzie,Alaska,US,110,61.33255,-150.0590528,America/Anchorage,0AK9
0AL1,,Resort Airport,Foley,Alabama,US,97,30.44388889,-87.65694444,America/Chicago,0AL1
0AL5,,Flomaton Airport,Flomaton,Alabama,US,247,31.03222222,-87.25277778,America/Chicago,0AL5
0AL9,,Wilson Creek Airport,Florence,Alabama,US,590,34.85,-87.6325,America/Chicago,0AL9
0AR2,,Mission Field-Marotti Memorial Airport,Crawfordsville,Arkansas,US,217,35.26675444,-90.35009917,America/Chicago,0AR2
0AR3,,Bent Hickory Air Ranch Airport,Point Cedar,Arkansas,US,550,34.32802917,-93.25928889,America/Chicago,0AR3
0AZ2,,Western Sky Airpark,Salome,Arizona,US,1930,33.77805556,-113.6416667,America/Phoenix,0AZ2
0AZ4,,Flying Bucket Ranch Airport,Mobile,Arizona,US,1505,32.98227028,-112.2870928,America/Phoenix,0AZ4
0AZ5,,Castle Well Airport,Morristown,Arizona,US,2080,33.86586583,-112.6033683,America/Phoenix,0AZ5
0CA0,,Pom Wonderful Airstrip,Del Rey,California,US,340.6,36.65274444,-119.5871139,America/Los_Angeles,0CA0
0CA4,,Shepherd Farm Airport,Santa Ynez,California,US,660,34.62220889,-120.0654225,America/Los_Angeles,0CA4
0CA5,,Hoffman Airport,Santa Ysabel,California,US,3100,33.1430975,-116.7452994,America/Los_Angeles,0CA5
0CA6,,Emory Ranch Airport,Ocotillo,California,US,480,32.74944444,-116.0161111,America/Los_Angeles,0CA6
0CA9,,Blech Ranch Airport,Shandon,California,US,1140,35.59496917,-120.3387653,America/Los_Angeles,0CA9
0CD2,,Foxx Valley Airport,Yoder,Colorado,US,5800,38.6525,-104.2345,America/Denver,0CD2
0CD5,,Pinon Canyon Airport,Trinidad,Colorado,US,5686,37.49047222,-104.1440833,America/Denver,0CD5
0CD7,,Fox Hole Airport,Lafayette,Colorado,US,5135,40.00472222,-105.0719444,America/Denver,0CD7
0CL0,,Yosemite Hidden Lake Ranch Airport,Raymond,California,US,500,37.1180025,-119.9132136,America/Los_Angeles,0CL0
0CL1,,Krey Field,Adelanto,California,US,3042,34.56943611,-117.5555556,America/Los_Angeles,0CL1
0CL3,,John Nichol's Field,Chula Vista,California,US,500,32.63337222,-116.8903111,America/Los_Angeles,0CL3
0CN1,,Fiorini Ranch Airport,Delhi,California,US,140,37.45217778,-120.7647583,America/Los_Angeles,0CN1
0CN2,,Sutter Butte Dusters Airport,Live Oak,California,US,67,39.22862222,-121.6882653,America/Los_Angeles,0CN2
0CO1,,Dave's Airport,Louisville,Colorado,US,5170,40.03331806,-105.1238731,America/Denver,0CO1
0CO2,,Crested Butte Airpark,Crested Butte,Colorado,US,8980,38.85193694,-106.9328206,America/Denver,0CO2
0CO5,,Lebeau Ranch Airport,Kiowa,Colorado,US,6565,39.30321667,-104.4140333,America/Denver,0CO5
0CO6,,Flying M & M Ranch Airport,Norwood,Colorado,US,8000,38.21943361,-108.2131333,America/Denver,0CO6
0CO9,,Van Treese Airport,Monte Vista,Colorado,US,7613,37.65833444,-106.0339133,America/Denver,0CO9
0FA1,,Ott's Landing Airport,Arcadia,Florida,US,65,27.30393472,-81.88036111,America/New_York,0FA1
0FD0,,The 2A Ranch Airport,Ormond Beach,Florida,US,40,29.26747944,-81.23006111,America/New_York,0FD0
0FD3,,Dugger Field,Freeport,Florida,US,70,30.49641667,-86.09383333,America/Chicago,0FD3
0FD4,,Yoder Field,Blountstown,Florida,US,138,30.60748611,-85.02529167,America/Chicago,0FD4
0FD5,,Breezy Knoll Airport,Defuniak Springs,Florida,US,235,30.82018333,-86.34439167,America/Chicago,0FD5
0FD9,,Joy Farms Airport,Defuniak Springs,Florida,US,290,30.65213556,-86.10938444,America/Chicago,0FD9
0FL0,,Harper's Fly-In Ranch Airport,Clewiston,Florida,US,30,26.73055556,-81.16388889,America/New_York,0FL0
0FL9,,Mc Daniel Ranch Inc Airport,Clewiston,Florida,US,18,26.39388889,-81.02305556,America/New_York,0FL9
0GA0,,Halls Flying Ranch Airport,Hampton,Georgia,US,800,33.35622611,-84.36714639,America/New_York,0GA0
0GA1,,Mustang Field,Hartwell,Georgia,US,693,34.47788056,-82.89708722,America/New_York,0GA1
0GA2,,"Airnautique, Inc Airport",Hartwell,Georgia,US,720,34.38226944,-82.94548611,America/New_York,0GA2
0GA3,,Ayresouth Airport,Temple,Georgia,US,1287,33.77010583,-85.06077917,America/New_York,0GA3
0GA6,,Sunset Strip,Jersey,Georgia,US,780,33.73344611,-83.81879083,America/New_York,0GA6
0GA8,,Paso Fino Farm Airport,Valdosta,Georgia,US,200,30.88714111,-83.41599028,America/New_York,0GA8
0GA9,,Gentle Landings Air Park,Roberta,Georgia,US,505,32.71359583,-84.02853889,America/New_York,0GA9
0GE0,,Pinewood Airport,Douglasville,Georgia,US,1085,33.78205111,-84.80077083,America/New_York,0GE0
0GE1,,Crystal Lake Airpark,Irwinville,Georgia,US,327,31.66546111,-83.44710556,America/New_York,0GE1
0GE3,,Lookout Mountain Airport,Trenton,Georgia,US,646,34.90280278,-85.46040556,America/New_York,0GE3
0GE4,,Pecan Patch Airstrip,Sunnyside,Georgia,US,860,33.33138889,-84.26666667,America/New_York,0GE4
0GE5,,Mountain Airpark,Cleveland,Georgia,US,1438,34.56176333,-83.71351278,America/New_York,0GE5
0GE7,,Carpenter Airport,Appling,Georgia,US,450,33.52027778,-82.3725,America/New_York,0GE7
0GE9,,Pegasus Ranch Airport,Rocky Ford,Georgia,US,230,32.69388889,-81.79861111,America/New_York,0GE9
0IA4,,Sharar Field,Mediapolis,Iowa,US,700,41.02784444,-91.06347361,America/Chicago,0IA4
0IA5,,Moore Airport,Millerton,Iowa,US,1060,40.872225,-93.26270944,America/Chicago,0IA5
0IA8,,Hannen Airport,Center Point,Iowa,US,925,42.228,-91.751,America/Chicago,0IA8
0ID0,,South Fork Ranch Airport,Featherville,Idaho,US,4861,43.60645,-115.10725,America/Boise,0ID0
0ID1,,Ziggy's Airport,Filer,Idaho,US,3225,42.64121111,-114.6054333,America/Boise,0ID1
0ID2,,Flying Joseph Ranch Airport,May,Idaho,US,5642.4,44.44382944,-113.7750889,America/Boise,0ID2
0ID3,,Coyote Run Airport,Mountain Home,Idaho,US,3150,43.07578333,-115.6728833,America/Boise,0ID3
0ID4,,Black Butte Ranch Airport,Shoshone,Idaho,US,4020,43.04768333,-114.470325,America/Boise,0ID4
0ID7,,Z X Ranch Airport,Murphy,Idaho,US,3820,43.23030833,-116.7631917,America/Boise,0ID7
0ID8,,Pinnacle Airport,Grangeville,Idaho,US,3800,45.77519722,-116.178475,America/Los_Angeles,0ID8
0ID9,,Corral Creek Airport,Helmer,Idaho,US,2895,46.78527778,-116.4711306,America/Los_Angeles,0ID9
0II0,,Chuck's Airport,Albany,Indiana,US,955,40.2600425,-85.25330306,America/Indiana/Indianapolis,0II0
0II7,,Frost Field,Greenfield,Indiana,US,900,39.79559833,-85.78608944,America/Indiana/Indianapolis,0II7
0II8,,Sutton's Field,Lowell,Indiana,US,740,41.32475722,-87.47586917,America/Chicago,0II8
0II9,,Winters Airport,Hall,Indiana,US,755,39.53421361,-86.57722194,America/Indiana/Indianapolis,0II9
0IL2,,Griffin Airport,Alma,Illinois,US,541,38.80305556,-88.99777778,America/Chicago,0IL2
0IL7,,Davis Rla Airport,Hammond,Illinois,US,682,39.78291667,-88.54670833,America/Chicago,0IL7
0IL9,,Jack W Watson Airport,De Kalb,Illinois,US,880,41.85475139,-88.78730806,America/Chicago,0IL9
0IN1,,Snider Field,Decker,Indiana,US,400,38.50004722,-87.59585722,America/Indiana/Vincennes,0IN1
0IN4,,Air Park Field,Woodburn,Indiana,US,750,41.14204722,-84.90900556,America/Indiana/Indianapolis,0IN4
0IN5,,Byrne Field,Byrneville,Indiana,US,800,38.32895417,-86.03358167,America/Kentucky/Louisville,0IN5
0IN9,,Parrish Airport,Mount Vernon,Indiana,US,390,37.99310056,-87.95141778,America/Chicago,0IN9
0IS3,,Cady Aerial Airport,Deer Grove,Illinois,US,630,41.66049167,-89.69419722,America/Chicago,0IS3
0KS0,,J V Ranch Airport,Osage City,Kansas,US,1180,38.63334222,-95.92526694,America/Chicago,0KS0
0KS2,,Leverton Airport,Udall,Kansas,US,1251,37.39390694,-97.15148472,America/Chicago,0KS2
0KS4,,Norris Airport,Lawrence,Kansas,US,1065,38.80723889,-95.37005556,America/Chicago,0KS4
0KS5,,Oasis Aerodrome,Great Bend,Kansas,US,1914,38.45066628,-98.79966942,America/Chicago,0KS5
0KS7,,Mono Aircraft Airport,Cheney,Kansas,US,1510,37.70018611,-97.88721944,America/Chicago,0KS7
0KS8,,Pearce Field,Parsons,Kansas,US,952,37.38157222,-95.37589444,America/Chicago,0KS8
0KS9,,Lmn 120 Airport,Douglas,Kansas,US,1330,37.51556111,-96.92160417,America/Chicago,0KS9
0KY0,,Owen Air Park,Owenton,Kentucky,US,890,38.62277778,-84.77888889,America/New_York,0KY0
0KY1,,Arnemann Farms Airport,Franklin,Kentucky,US,696,36.76572222,-86.61743611,America/Chicago,0KY1
0KY5,,Boyce Wafer Farm Airport,Bowling Green,Kentucky,US,600,36.8125,-86.375,America/Chicago,0KY5
0KY7,,Clinton-Hickman County Airport,Clinton,Kentucky,US,360,36.63611111,-88.99861111,America/Chicago,0KY7
0LA1,,Double H Ranch Airport,Gonzales,Louisiana,US,15,30.22936278,-90.97343333,America/Chicago,0LA1
0LA3,,Belcher Airpatch Airport,Belcher,Louisiana,US,280,32.74931944,-93.87348611,America/Chicago,0LA3
0LA9,,Rebel Field,Walker,Louisiana,US,74,30.58629722,-90.86148611,America/Chicago,0LA9
0LL0,,Kaufield Airport,Belvidere,Illinois,US,783,42.26472222,-88.73,America/Chicago,0LL0
0LL1,,Jerseyville Aviation Inc Airport,Jerseyville,Illinois,US,604,39.09421361,-90.31344722,America/Chicago,0LL1
0LL3,,Koenig Airport,Jerseyville,Illinois,US,614,39.05504722,-90.34205833,America/Chicago,0LL3
0LL4,,Flaherty Field,La Salle,Illinois,US,664,41.41920028,-89.12313917,America/Chicago,0LL4
0LL5,,Busboom Airport,St Joseph,Illinois,US,675,40.11003333,-88.07837333,America/Chicago,0LL5
0LL6,,Gord Airport,Sandwich,Illinois,US,710,41.69836278,-88.60757722,America/Chicago,0LL6
0LS0,,Theriot Field,Thibodaux,Louisiana,US,13,29.74972222,-90.73583333,America/Chicago,0LS0
0LS5,,Stafford Airport,Cankton,Louisiana,US,60,30.30416667,-92.1325,America/Chicago,0LS5
0LS7,,Morgan Field,New Roads,Louisiana,US,36,30.61276667,-91.48417222,America/Chicago,0LS7
0MD1,,Taylor Field,Sudlersville,Maryland,US,75,39.18733333,-75.79271167,America/New_York,0MD1
0MD2,,Squier Landing Airport,Cobb Island,Maryland,US,16,38.28790611,-76.86746972,America/New_York,0MD2
0MD6,,Walters Airport,Mount Airy,Maryland,US,750,39.38121444,-77.10581417,America/New_York,0MD6
0ME4,,Peasley Field,Otis,Maine,US,271,44.74246944,-68.47440278,America/New_York,0ME4
0MI4,,Lesterson-Dempsey Airstrip,Gwinn,Michigan,US,1120,46.27022278,-87.38652833,America/Detroit,0MI4
0MO0,,Ferros Ranch-Aero Airport,Clinton,Missouri,US,775,38.4102975,-93.85021528,America/Chicago,0MO0
0MO1,,Flying G Airport,Creighton,Missouri,US,920,38.54445861,-94.09466472,America/Chicago,0MO1
0MO3,,Veach Field,Freeman,Missouri,US,950,38.624925,-94.52165833,America/Chicago,0MO3
0MO6,,Harrison Airport,Hurdland,Missouri,US,875,40.07661111,-92.31928056,America/Chicago,0MO6
0MO8,,Sloan's Airport,Elsberry,Missouri,US,437,39.14060417,-90.73679111,America/Chicago,0MO8
0MS0,,Topton Air Estates Airport,Meridian,Mississippi,US,452,32.47519167,-88.61694306,America/Chicago,0MS0
0MS2,,Morgan Field,Seminary,Mississippi,US,300,31.54183361,-89.39173028,America/Chicago,0MS2
0MS7,,Addison-Henley Field,Pass Christian,Mississippi,US,54,30.40212778,-89.32535833,America/Chicago,0MS7
0MS8,,Catfish Point Airport,Benoit,Mississippi,US,154,33.69927611,-91.16511167,America/Chicago,0MS8
0MS9,,Shenandoah Valley Farms Airport,Houston,Mississippi,US,300,33.80067083,-89.02728306,America/Chicago,0MS9
0MT4,,Kimp Airport,Hamilton,Montana,US,3510,46.27861111,-114.1411111,America/Denver,0MT4
0MT5,,Cottonwood Airport,Laurel,Montana,US,3350,45.63416667,-108.8488889,America/Denver,0MT5
0MT6,,Hanson Airport,Marion,Montana,US,3947,48.0376875,-114.6746194,America/Denver,0MT6
0MT7,,Pinehurst Ranch Airport,Thompson Falls,Montana,US,2460,47.66077778,-115.4040556,America/Denver,0MT7
0MT9,,Lone Hawk Airport,Whitefish,Montana,US,3284,48.48333333,-114.4925,America/Denver,0MT9
0MU1,,Sunderland Airport,Avilla,Missouri,US,1027,37.24666667,-94.17388889,America/Chicago,0MU1
0MU7,,Lambs Field,Lone Jack,Missouri,US,1070,38.87500861,-94.13966722,America/Chicago,0MU7
0MU9,,Rpm Airport,Fair Grove,Missouri,US,1282,37.33778889,-93.16407778,America/Chicago,0MU9
0NA1,,Goerger Airport,Barney,North Dakota,US,1045,46.245515,-97.03758556,America/Chicago,0NA1
0NA9,,Boyd's Turf Airport,Golva,North Dakota,US,2750,46.75001278,-103.8010325,America/Denver,0NA9
0NC1,,H & J Strip,Elon,North Carolina,US,686,36.25811667,-79.48574444,America/New_York,0NC1
0NC7,,Lindsay Airport,Madison,North Carolina,US,700,36.35722222,-79.9975,America/New_York,0NC7
0NC8,,Flying S Ranch Airport,Cleveland,North Carolina,US,830,35.75569528,-80.73534667,America/New_York,0NC8
0ND0,,Gilbertson Field,Flora,North Dakota,US,1550,47.92917139,-99.40040972,America/Chicago,0ND0
0ND6,,Schumacher Strip,Hague,North Dakota,US,2020,46.05498556,-99.91705833,America/Chicago,0ND6
0NE0,,Merrihew Airport,Ashby,Nebraska,US,3815,41.84998333,-101.9504603,America/Denver,0NE0
0NE1,,Runner Landing Area Airport,Ashby,Nebraska,US,3760,42.40721028,-101.9315639,America/Denver,0NE1
0NE9,,Flying V Airport,Utica,Nebraska,US,1585,40.86776389,-97.35384861,America/Chicago,0NE9
0NJ6,,Dix Field,Linwood,New Jersey,US,8,39.31678222,-74.63293583,America/New_York,0NJ6
0NK0,,Berdick Field,Cattaraugus,New York,US,1690,42.33395139,-78.79086556,America/New_York,0NK0
0NK2,,Westwind Farm Airport,Charlton,New York,US,800,42.98340833,-74.01623778,America/New_York,0NK2
0NK3,,Seven Gullies Airport,Groveland,New York,US,600,42.69589694,-77.79222222,America/New_York,0NK3
0NM0,,Columbus Municipal Airport,Columbus,New Mexico,US,4024,31.82371139,-107.6269672,America/Denver,0NM0
0NM7,,Negrito Airstrip,Reserve,New Mexico,US,8143,33.52089444,-108.5428367,America/Denver,0NM7
0NY0,,Bennetts Airport,North Creek,New York,US,1040,43.70006472,-73.98291,America/New_York,0NY0
0NY1,,Russell Field,Northumberland,New York,US,260,43.13924111,-73.65317278,America/New_York,0NY1
0NY3,,Kermizian Airport,Ohio,New York,US,1440,43.3139575,-74.93210111,America/New_York,0NY3
0NY7,,Murphys Lndg Strip,Perth,New York,US,940,43.03757361,-74.18429778,America/New_York,0NY7
0NY8,,Wenskoski Field,Perth,New York,US,800,42.99729611,-74.24541,America/New_York,0NY8
0OH5,,Freeman Swank Farms Airport,Butler,Ohio,US,1071,40.59683056,-82.43173056,America/New_York,0OH5
0OH8,,Fry Airport,Piqua,Ohio,US,900,40.18838306,-84.25605611,America/New_York,0OH8
0OI3,,Galloway Airport,Sandusky,Ohio,US,643,41.3821,-82.71611111,America/New_York,0OI3
0OI6,,Victor's Landing Airport,Kingsville,Ohio,US,860,41.83811,-80.64368944,America/New_York,0OI6
0OI9,,Hidden Quarry Airport,Lucasville,Ohio,US,830,38.89451722,-83.11351278,America/New_York,0OI9
0OK1,,Mckey Airport,Elmore City,Oklahoma,US,1056,34.657025,-97.40169194,America/Chicago,0OK1
0OK2,,Viskup Family Field,Bartlesville,Oklahoma,US,1000,36.61055556,-96.09805556,America/Chicago,0OK2
0OK3,,Mckinley Ranch Airport,Geary,Oklahoma,US,1420,35.61949389,-98.52257056,America/Chicago,0OK3
0OK4,,Rock Creek Farm Airport,Coal Gate,Oklahoma,US,730,34.66064806,-96.2536125,America/Chicago,0OK4
0OK5,,Chappell Airport,Guthrie,Oklahoma,US,1070,35.88893722,-97.40031778,America/Chicago,0OK5
0OK6,,Ellis/Harvey Airport,Guthrie,Oklahoma,US,1220,35.80171778,-97.38614972,America/Chicago,0OK6
0OK8,,Ramey 1 Airport,Marlow,Oklahoma,US,1204,34.61416667,-98.02333333,America/Chicago,0OK8
0OR3,,Long Ranch Airport,Merrill,Oregon,US,4090,42.01903861,-121.7038856,America/Los_Angeles,0OR3
0OR6,,Rome Service Airport,Rome,Oregon,US,3387,42.83404528,-117.6290444,America/Boise,0OR6
